Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-no-kodeverk-9060.codesystem.json	3057	2	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	16	34	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-no-kodeverk-9603.codesystem.json	4964	1	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	20	36	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-no-kodeverk-ICD-10.codesystem.json	483	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-no-basis-apotekenes-konsesjonsnr.json	939	1	9	0	0	0	0	0	1	5	1122	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-no-basis-her-id.json	712	1	1	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-no-basis-orgnr.json	940	2	3	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	7	9	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-no-basis-resh-id.json	718	1	3	0	1	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	2385	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1618	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/download.md	467	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/mapping.md	2739	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/nilar.md	6303	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	784	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	17993	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
